Region,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Norway,挪威,NOR,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,3.200435598,3.004204357,3.24151791,3.208427323,3.119163985,3.397936519,3.567959831,3.512562814,3.607843137,3.604252499,3.472839491,3.391504405,3.291465968,3.133605121,3.035535343,3.208430283,3.124029782,3.098176806,2.841318929,2.766545914,2.619018869,2.623972153,2.744592106,2.794971532,2.544434351,2.796000232,2.808417018,2.978324426,2.893089863,2.910157092,2.886226894,2.747487196,2.964700275,2.687349845,2.733137082,2.30749104,2.163074974,2.016079571,2.156737667,2.039105571,1.705831873,1.70454146,2.080591931,1.974854487,1.848785144,1.582298529,1.450901724,1.464849815,1.377334544,1.602502141,1.514377507,1.44984092,1.400147831,1.411996131,1.469301626,1.503920957,1.615653019,1.617823782,1.608669092
Nepal,尼泊尔,NPL,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0.593019315,0.617910602,0.647556299,0.657680994,0.607236461,0.682172825,0.856261176,0.892143089,0.858464253,0.911205724,1.032075714,0.99205332,1.089453982,1.252924973,1.220614369,1.195827162,1.182850684,1.159182012,1.083790602,1.106543145,1.077154406,1.096609649,1.074689768,1.050552554,0.973315396,0.941485115,0.900716315,0.880707846,0.92705546,0.947369575,0.962150318,1.098334384,1.44764998,1.592251101,1.793292398,1.929161376,1.749109863,1.547393889,1.599971653,1.645447812,1.563665875,1.540651621,1.431832398,1.541860106,1.629341062,1.563735775,1.704280317,1.605499717,1.442800621
nauru,瑙魯,NRU,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,新西兰,NZL,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,2.69073316,2.485627021,2.309936646,2.198289031,2.472833658,2.355558421,2.639267145,2.623715037,2.727682597,2.566225166,2.632030178,2.316700611,2.183267941,1.973040548,2.0653789,2.084761742,1.936032905,2.115898464,2.209871447,2.159636272,3.022790536,2.729375067,2.582858416,2.43835931,2.377624155,2.364626121,2.367587022,2.407276689,2.078708161,2.149929658,2.327779747,2.256336694,2.069366229,1.899123846,1.82870806,1.815347846,1.781881485,1.703970844,1.695280175,1.619342018,1.668742107,1.581301424,1.454409845,1.443139199,1.341780737,1.277093389,1.385521834,1.355047876,1.264945463,1.37026216,1.379426618,1.294277259,1.212595139,1.196636808,1.177965701,1.14918881,1.17914952,1.20846329,1.161388402
Oecd member,经合组织成员,OED,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,6.622283196,6.614518164,6.681429708,6.277171037,5.76959036,5.441191629,5.849315919,6.318092251,6.174022747,5.699482341,5.043200113,4.520895565,4.260644876,3.846503723,3.862922488,3.765876936,3.572148977,3.527940408,3.342969005,3.330163083,3.397784865,3.630886742,4.194739057,4.025370617,3.995183169,4.097319702,3.899755046,3.682837975,3.430479045,3.346402053,3.203631357,2.887524666,2.832698833,2.669735576,2.482082081,2.285549565,2.225203833,2.196103482,2.14291107,2.084272105,2.076487882,2.098878191,2.229474473,2.328110574,2.344097876,2.361238599,2.336731242,2.306593508,2.406323989,2.640537766,2.594456426,2.501537277,2.41206662,2.274297835,2.171817685,2.168554025,2.141836748,2.108518366,2.132141268
Oman,阿曼,OMN,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,9.652278177,14.86150568,18.59504132,15.52770449,24.95857498,23.00972521,18.78168568,20.94994192,15.64074734,14.90988131,15.71342565,16.66602922,17.15936989,16.89304168,15.56146605,15.86657759,13.20231493,13.69979842,12.5,12.39094146,11.06391029,12.1840929,11.5257307,11.7664526,10.96764772,9.40707829,9.357911159,9.463324832,8.630086753,8.085267061,9.355743499,9.276028325,9.102886742,9.007809964,8.812141856,8.121829931,7.709505959,5.6849711,6.959230126,6.260727258,7.360834096,12.06247817,11.10523925,10.13592233,10.78814762,11.97098389,9.559805599,8.171299501
Other small,其他小国,OSS,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.836005162,8.415673366,0,0,0,6.169810999,0,6.191434682,0,0,3.05083333,2.777230534,3.09602521,0,0,0,0,0,2.818418911,2.632564205,2.241553658,2.02282495,1.883402732,1.941329162,1.950719221,2.168920336,1.859742139,0,0,0,0,0,0,0,0
Pakistan,巴基斯坦,PAK,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,4.312662619,4.097890641,3.655872773,3.648412975,3.865890131,5.904667889,6.730521985,5.404603702,5.103905995,5.512041885,6.158387622,6.735533238,6.865955511,6.210642727,6.090996314,6.321520245,5.889471993,5.547411678,5.503299663,5.453274295,5.523244467,5.710870576,6.375717087,6.643798059,6.659491457,6.922133598,6.991656011,6.971880084,6.785810731,6.532725256,6.522320235,6.570952788,6.698187549,6.427312623,5.923548293,5.820225283,6.037166305,5.621216489,5.415095044,5.189899265,4.168722714,3.878933945,4.073770168,4.091427187,3.956034117,3.897019393,3.645255204,3.5119861,3.459371004,3.265223993,3.423690973,3.285650816,3.484398773,3.470972507,3.47657944,3.551387243,3.59141084,3.766192107,4.025735629
Panama,巴拿马,PAN,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.840980437,2.110985742,2.084910486,1.256359137,1.228547313,1.083474267,1.198645229,1.192556558,1.11575689,1.085592302,1.170170567,0.951292019,0.974136501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,秘鲁,PER,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,2.508001273,2.644757433,2.42506812,3.31639136,3.340227508,3.098346388,2.843567251,4.703632887,2.35737352,2.387559809,3.506439551,3.619515885,3.630810994,3.925389755,3.932960894,5.216284987,5.676913015,8.214386993,6.199701937,3.35243553,4.55906822,3.984819734,5.112651646,4.845956354,3.35755814,3.870149096,3.349295541,3.411496045,2.185200963,2.19047619,2.682378792,2.019815931,2.507035047,2.746102469,2.47419794,2.635324099,2.502026598,1.996769968,2.016661342,1.930630719,1.788966849,1.75202013,1.541840221,1.509499498,1.382223536,1.60474634,1.469159742,1.303938258,1.236421283,1.527624587,1.472169107,1.395418145,1.512065299,1.670261725,1.584863398,1.722036076,1.299739519,1.242135301,1.1871449
Philippines,菲律宾,PHL,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,1.778458907,1.702908043,1.808815782,1.855862208,1.70494247,1.549199864,1.651727069,1.739939361,1.867471754,2.090888486,2.156756502,2.069990623,2.336156933,2.813804928,3.558039259,0,3.931338341,3.621308988,2.581767219,2.964931071,2.709754707,2.755720962,2.59728795,2.409253354,1.634758933,1.982573359,1.988053613,1.965247142,2.458889214,2.242923397,2.147246667,2.010721068,2.03646157,2.15753564,2.172446587,2.294131535,2.268407676,1.914461376,1.69729338,1.615775846,1.608226621,1.471378833,1.473890188,1.550844829,1.36062651,1.33179525,1.315163937,1.348669078,1.303655755,1.256892587,1.221594318,1.205253409,1.159047142,1.242302831,1.090406546,1.139292372,1.429374259,1.197535353,1.129324061
Palau,帕劳,PLW,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,巴布亚新几内亚,PNG,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603585657,1.631258774,1.250088634,1.266449511,1.210309627,1.403083226,1.409638554,0,0,0,1.558878335,1.56493311,1.610783206,1.266286003,1.4965361,1.419133733,0.924685894,0.890351343,0.917458234,1.013205299,0.775516093,1.017311366,1.075353754,0.879220321,0.691394522,0.639107654,0.547294852,0.371637931,0.345763181,0.389122471,0.416637769,0.376920047,0.4116026,0.337014471,0.447943023,0.325144509,0.356925097,0.519471739,0.494331636,0.48851133,0.474057682,0.391135502,0.335833431,0.271533184
Poland,波兰,POL,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.652329749,2.913185616,3.245582402,2.902946274,3.055037313,3.015797032,2.941403536,2.762691854,2.592055081,1.81712151,2.612485744,2.251650225,2.230999443,2.469187315,2.273232103,1.955507055,1.967919401,2.031306697,2.019081314,1.901135771,1.830336585,1.905638001,1.900638649,1.908042037,1.873241006,1.92612987,1.920044792,2.001869308,1.751461236,1.797176521,1.833877858,1.788011927,1.796093714,1.769393957,1.89686404,2.138456684,1.940936386,1.895983869,1.97769196
Pre-demographic dividend,預人口紅利,PRE,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,2.081558934,0,1.112455595,0,4.331245874,5.070696278,3.849716099,3.508796883,3.86379167,3.88966008,4.285272734,5.412598481,4.956850293,4.633122801,4.140725271,3.749489509,3.670840729,3.8473793,2.279176203,2.276248018,1.952722955,1.683691572,1.92178686,2.883865101,0,0,0,2.18150007,1.803092469,2.844587407,1.801282942,1.408476057,1.19284372,1.290336813,1.37779771,2.148133314,1.574519318,1.586208763,1.55519467,1.379558868,1.524547443,1.46333462,1.455328605,1.56951781,1.7897918,1.991230351,1.621404515,1.529063922,1.398683525,1.787005627,1.680576018,1.90090794,1.641496302,1.83183101,1.407388582
Puerto Rico,波多黎各,PRI,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dem. Rep. Korea,朝鲜民主主义人民共和国,PRK,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,葡萄牙,PRT,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,3.38405785,5.147584345,5.596694296,5.238006244,5.444184996,5.049745669,5.101761199,5.91066904,5.962344003,5.480624392,5.479120254,5.735850739,5.377378291,4.607416987,5.74977274,4.098346607,3.122774087,2.741239805,2.772590291,2.686171631,2.683661123,2.651814213,2.6947953,2.528143673,2.464646899,2.441103704,2.536815065,2.461970382,2.496562648,2.499311791,2.437508341,2.423110546,2.390390222,2.365579825,2.226155753,2.260288158,2.120795734,2.040702659,1.883733342,1.888010565,1.862356047,1.912719868,1.938563127,1.885216531,1.965918023,2.047303882,1.949969959,1.818055227,1.836558719,2.03079895,1.980216597,2.002650015,1.912137076,2.089630624,1.790511278,1.787974411,1.73063717,1.669976921,1.779529359
Paraguay,巴拉圭,PRY,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,2.528964466,2.279149681,2.297392114,2.39885422,2.403765761,2.63308768,2.91684506,3.031558995,3.211049587,3.161486049,3.315872291,3.22522547,3.846463133,3.417437229,2.56457242,3.125003564,2.989956507,2.888644655,2.958532318,2.026398262,2.181449221,2.527860183,3.803297575,3.645241799,3.508185177,3.757634843,3.804065638,2.773192333,3.195473445,2.425763756,2.131875856,2.829327005,2.368889977,2.178547665,2.046766371,2.283424569,2.063789937,1.685680307,1.543153715,1.388767852,1.244939454,1.074634817,0.971236933,0.825755372,0.877630064,0.7214804,0.793455135,0.741436848,0.684193506,0.753950699,0.751146438,0.845623774,0.964179103,0.962063386,0.989089185,1.068847829,0.951883545,0.893948254,0.930582685
West bank and gaza,约旦河西岸和加沙,PSE,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific island,太平洋岛国,PSS,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0.187695516,0.21708353,0.248851455,0.218740763,0.242222222,0.300497866,0.396150762,0.507575758,0.873095001,0.938856942,0.862051438,0.919420509,1.251122687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After the demographic dividend,人口紅利之後,PST,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,6.778312573,6.746900735,6.818052216,6.405914971,5.890249537,5.549200501,5.976638637,6.448274961,6.293878746,5.800549528,5.080550512,4.541494568,4.272987241,3.819691705,3.823079786,3.723946157,3.532126896,3.495906038,3.326808607,3.331642702,3.417507707,3.669310649,4.221576908,4.045431035,4.025640828,4.13850505,3.911621023,3.683289893,3.427501842,3.361782752,3.213610789,2.876005711,2.838526589,2.675299888,2.492288984,2.291353509,2.229796775,2.210776908,2.161767457,2.098096902,2.094690145,2.125341976,2.259456711,2.358124603,2.381573289,2.40911991,2.386110734,2.35815914,2.464659483,2.696920671,2.656772487,2.562435352,2.471809811,2.328286744,2.219123447,2.216236677,2.190334549,2.158211505,2.176794883
French Polynesia,法属波利尼西亚,PYF,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,卡塔尔,QAT,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.868680878,12.21680182,19.27738675,13.95848337,12.73392514,24.84641486,0,15.88953342,16.27235088,13.07757453,10.74387877,13.01125479,0,0,0,0,0,0,0,0,0,0,3.929969922,3.33399484,2.433859686,1.993016269,1.750507649,1.959834845,2.010496135,1.992210523,1.499938221,0,0,0,0,0,0,0,0
Romania,罗马尼亚,ROU,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.204542655,2.201223579,2.0402159,1.98508713,1.906727218,4.299280843,4.445711165,3.914028622,4.205470612,4.797296115,4.547415049,4.773334664,4.247682517,2.740608015,3.114728408,2.613447685,2.369072926,3.017649962,3.004174864,2.640259267,2.498914184,2.420745188,2.287296075,2.088487134,2.007657561,1.981935276,1.822571075,1.482170456,1.404628345,1.289115719,1.25505682,1.29733884,1.228348162,1.284388428,1.348240873,1.450628259,1.403411736,1.719540549,1.934209074
Russia,俄罗斯联邦,RUS,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.427032321,4.181324647,4.523700655,3.784429967,3.756558821,4.039809297,2.732649089,3.073287922,3.307029837,3.546319229,3.756277391,3.67083809,3.300353647,3.330103192,3.245254379,3.117487333,3.148411623,3.922732494,3.583859058,3.423447933,3.685968673,3.846232732,4.104182213,4.862758102,5.45240651,4.23340737,3.929511089
Rwanda,卢旺达,RWA,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,1.884892086,1.471544715,1.628787879,1.613893376,2.152234637,1.588162762,1.747433265,1.876851852,2.039151713,2.003055768,1.895144265,1.604022627,1.588370754,1.795534665,1.675233645,1.594260662,1.753758806,3.729165984,5.509172203,4.290602124,4.536375401,3.43787696,0.607802875,5.328556116,4.173525613,4.377647282,4.448105437,3.535502959,3.396226415,3.048933501,2.447129909,1.973466003,1.743055556,1.730879816,1.453154876,1.392024078,1.39938938,1.290515791,1.161239415,1.090720961,1.082065328,1.134412733,1.25363499,1.28343155,1.27516194,1.231819855
South Asia,南亚,SAS,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,2.179609144,2.229007036,2.776130212,3.922147511,3.761269468,3.973268192,3.862560949,3.421271269,3.414185249,3.370865305,3.439027951,3.955179637,3.951424213,3.043363292,3.027688321,3.243731521,3.439053586,3.188538555,3.170912377,3.23270189,3.14102905,3.221144899,3.469738667,3.475516272,3.556834556,3.703985843,4.136837744,4.237927332,3.817205932,3.627927846,3.295232484,3.211408991,3.104351755,3.191527127,2.982748597,2.985267603,2.890322755,2.93126109,2.963174996,3.086747789,2.994894257,2.91051209,2.827671258,2.705860932,2.821348649,2.75032585,2.566941447,2.411968583,2.583828443,2.827396948,2.676481619,2.622833446,2.527104704,2.463511116,2.489154267,2.431239071,2.498171494,2.513568035,2.452004477
Saudi Arabia,沙特阿拉伯,SAU,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,5.902697717,5.966305398,7.690089397,11.32423151,11.51183139,8.087454893,9.570515678,9.403527431,8.640194117,10.08155157,10.84044759,0,0,0,15.6488184,16.73657379,15.76881181,12.61335924,13.26523888,17.7202464,16.97292732,19.00434836,16.99520087,0,16.89641419,15.15188188,13.39031658,14.02429265,12.46980799,11.28415798,12.46537228,10.64478167,9.27846839,8.468077759,11.00093542,14.31103745,11.38193602,10.53440331,11.41900489,9.758063801,8.687118465,8.081555659,7.730599237,7.84836739,8.527051209,7.353438468,9.617199261,8.565677426,7.230053324,7.676602968,8.976127733,10.6779063,13.32567233,9.87273833,10.25135635,8.774719127
Sudan,苏丹,SDN,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,1.91740413,1.84496124,2.05952381,2.149122807,3.142241379,4.115303983,3.525150905,3.654618474,3.75,5.197255575,4.954007884,4.603365385,4.191750279,3.16211878,2.56783587,2.251082251,2.666666667,2.615603427,2.040690885,2.593152064,2.302704668,1.781806815,2.44047619,3.268685988,4.084519494,3.399698124,3.227247902,2.552713115,3.551965121,0,4.813324736,4.992301346,4.389363518,4.921118423,3.897835065,1.667984222,1.269314093,0.954304907,2.379660739,4.009786095,4.791420882,2.944044911,3.273800351,2.256184394,5.782620161,4.39231199,4.600271343,5.28804642,5.920082382,5.984578697,0,0,0,0,0,2.796115771,2.955305417,3.910878363,2.278301873
Senegal,塞内加尔,SEN,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.431134655,2.75527027,2.734414832,2.349510763,2.545884579,2.407952623,2.192862509,2.040041351,1.981188119,2.111784512,2.027696235,2.068508997,1.958107256,1.828571429,2.112064677,1.705759405,1.658685832,1.575028946,1.51536487,1.492587601,1.521945058,1.33262593,1.412401688,1.394137466,1.412117206,1.339174657,1.428775771,1.58735617,1.70860668,1.621369815,1.682042045,1.514544005,1.601337803,1.382332747,1.592130167,1.567196706,1.572173142,2.072505459,1.886341368,1.854329752
Singapore,新加坡,SGP,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,5.399081007,5.641703123,5.085807944,4.704630993,4.294172251,4.649256993,5.044361048,5.677161694,5.19523729,4.652015519,4.636861356,4.741355163,4.651190175,4.071468568,4.698815405,5.656612915,5.442511559,4.870611505,4.547865263,4.492898256,4.632144473,4.448356673,4.471368646,4.091764934,3.791435128,4.178797884,4.253314039,4.450036477,5.211052961,5.207353988,4.518886294,4.826249999,4.924986287,4.869647648,4.416805051,4.288125843,3.94502523,3.621781472,3.87778862,3.917611789,3.429849321,3.233041746,3.155360052,3.069649418,3.080259059,3.085850195,3.188247946,3.154878282,3.143632416
Solomon Is,所罗门群岛,SLB,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,塞拉利昂,SLE,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0.726554268,0.71421371,0.763131814,0.780771017,0.722648365,0.692630775,0.796946565,0.804869186,0.872657987,0.93498452,0.898737808,0.953063519,1.042461226,1.213897028,1.030207788,1.09209454,1.088417092,0.999882367,1.107656432,1.445261791,1.416189444,1.090682456,1.028729812,0.912254992,0.733104238,1.474391481,0.694642221,0.8541029,1.542900151,1.306646669,2.036457092,2.686910691,2.080121071,1.99116887,1.969291627,1.35295037,0.764916648,0,0,2.512155618,2.742527343,2.164617616,2.053952988,1.584946609,1.426813932,1.486395848,1.346993361,0.943706279,1.076033226,0.972150455,0.865813494,0.782800531,0.643965907,0.973262106,0.923453252,1.136986218,1.114004325,0.797631763
El Salvador,萨尔瓦多,SLV,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0.738683897,0.709079836,0.694253983,0.655571183,0.715461501,0.629834058,0.718020405,0.881572825,0.864970612,0.801397477,0.830737938,0.881847196,0.971842226,1.118526013,1.577653624,1.736336488,2.279546416,2.776336531,3.551449894,6.443282437,6.589716115,4.329956718,4.469163951,4.271323885,4.87234585,3.413665987,2.732577455,2.253576782,1.67872879,1.352221179,1.175058328,1.074409153,1.007766206,0.922942908,0.92054924,0.840331038,1.090670039,1.13023873,0.841381285,0.810214431,0.904204654,0.888131106,0.973444825,0.961811631,1.078877967,1.089553727,1.088061495,1.048809627,1.080655583,1.035604609,1.069238018,1.035453406,1.051785415,1.030575415
SAN marino,圣马力诺,SMR,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,索马里,SOM,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0.23082542,0.254470426,0.29015544,0.330487805,0.296955773,0.353645267,0.387944359,0.407226563,0.41958042,0.496014172,0.483050847,0.453608247,0.505494505,0.727149168,0.516201117,0.51751279,0.460755814,0.994988388,0.974661036,0.549735206,0.607709751,0.288266621,0.239324529,0.143127627,0.050709707,28.94824154,16.95621133,17.4357168,1.529992136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,塞尔维亚,SRB,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.511285895,3.786504467,3.511897979,4.005947435,5.15394319,4.027571198,4.209954106,3.447908471,2.973161564,2.397915416,2.303524901,2.411469982,2.256683381,2.286168443,2.2106734,2.124010495,2.095174653,2.020687511,2.065939697,1.948723252,1.854184543,1.959355883,1.906136034
Sub-saharan Africa (excluding high income),撒哈拉以南非洲地区（不包括高收入）,SSA,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,1.799764162,2.049247582,1.760852949,2.981541863,3.107965243,3.386903642,2.786065054,2.450815431,2.688797526,2.74230472,2.789326601,3.954377199,3.826054544,3.979171473,3.618779997,3.295603033,3.051557681,3.012091916,2.818104865,2.950831358,2.810441902,2.513897533,2.776609449,3.498437104,3.865590212,3.862224652,3.627519129,2.848266611,2.389738306,2.667837982,2.227236214,1.831433979,1.536409339,1.540297276,1.578534262,1.946360008,1.69580559,1.6656558,1.704145044,1.485457311,1.49689323,1.407437621,1.377548297,1.375139197,1.532434604,1.634405864,1.322025926,1.283510353,1.258923056,1.35840525,1.351016923,1.298866162,1.267001933,1.343115636,1.101573182
S. Sudan,南苏丹,SSD,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.761289033,4.968462633,4.140632543,6.094415322,8.771124113,6.572757484,8.619559859,10.56146145,4.598274159,2.352869367,1.329208333
Sub-saharan Africa,撒哈拉以南非洲地区,SSF,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,1.799764162,2.049247582,1.760852949,2.981541863,3.107965243,3.386903642,2.786065054,2.450815431,2.688797526,2.74230472,2.789326601,3.954377199,3.826054544,3.979171473,3.618779997,3.295603033,3.051557681,3.012091916,2.818104865,2.950831358,2.810441902,2.515209639,2.778312052,3.499416923,3.866023002,3.862721636,3.628009085,2.850173791,2.392998748,2.667982256,2.227596477,1.832146343,1.537222804,1.54104716,1.57881488,1.946063102,1.69577818,1.665858521,1.704095529,1.485807229,1.497427388,1.407678983,1.37759005,1.375235443,1.532121432,1.63393316,1.321577475,1.283189406,1.258698087,1.358145829,1.351846434,1.299033745,1.267562162,1.343240633,1.101898324
The small,小国,SST,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.342689001,2.235757734,1.967805123,1.79738195,1.698884171,1.76370432,1.77835916,2.006165941,1.72839202,0,0,0,0,0,0,0,0
SAO tome and principe,圣多美和普林西比,STP,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,苏里南,SUR,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,斯洛伐克共和国,SVK,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.996360321,1.939519014,3.154558108,2.973828668,2.283116245,1.744336533,1.57382655,1.655312382,1.84316099,1.77602684,1.841111076,1.652006017,1.681440946,1.596512608,1.480955606,1.461492597,1.518202949,1.271137131,1.084567908,1.092106787,0.982878857,0.988332044,1.123350706,1.116636526,1.101933258,1.205238214
